Etunimi;Lukumäärä
Frieda;15
Friederike;14
Friia;17
Friida;159
Fu;16
Fuaad;12
Fuad;21
Funda;9
Furaha;6
Gabriel;8
Gabriela;417
Gabriele;22
Gabriella;751
Gabrielle;96
Gaby;6
Gaelle;6
Gaëlle;7
Gaia;36
Gail;12
Gala;6
Galadriel;11
Galia;5
Galina;576
Galyna;12
Gamze;10
Ganga;9
Ganimete;13
Ganna;11
Garina;5
Garita;28
Gauri;6
Gay;9
Gea;55
Geeta;7
Gemina;6
Gemma;22
Genet;7
Genevieve;11
Geneviève;6
Genia;8
Gennadjevna;10
Genoveva;7
Gentiana;12
Georgette;10
Georgia;32
Georgiana;8
Georgieva;13
Georgievna;7
Georgina;61
Georgine;7
Geraldine;36
Gerd;334
Gerda;201
Gergana;9
Gerli;13
Germaine;10
Gerta;8
Gertrud;305
Gertrude;17
Ghalib;10
Ghazal;11
Ghazi;5
Ghislaine;8
Ghita;117
Gia;83
Giada;13
Giang;23
Gianna;17
Giau;6
Gift;5
Gifty;6
Gigi;8
Giia;11
Gila;8
Gilda;23
Gillian;16
Gina;87
Ginger;6
Giorgia;5
Giovanna;34
Gisela;155
Gisele;16
Gisèle;6
Gisella;33
Giselle;34
Gita;53
Githa;18
Gitta;91
Gittan;7
Gitte;79
Giulia;39
Giuseppina;9
Gizem;12
Gladis;6
Gladys;42
Glena;5
Glenda;13
Gloria;136
Glory;19
Gohar;6
Golaleh;5
Golda;6
Golde;7
Gona;5
Göransdotter;10
Görel;76
Göta;315
Götha;10
Göthild;6
Grace;362
Gracia;16
Graciela;13
Gráinne;5
Grazia;10
Graziella;11
Grazyna;18
Greeta;58
Greete;7
Greetta;126
Gresa;21
Greta;1436
Greta-Lisa;7
Greta-Sofia;5
Gretchen;12
Grete;29
Gretel;358
Gretha;6
Grethe;7
Grethel;10
Gretta;6
Grigorjevna;11
Griselda;6
Gristiina;5
Gry;12
Guadalupe;14
Gudrun;228
Gul;15
Gül;15
Gulala;5
Gülcan;5
Guldine;8
Gülen;6
Güler;5
Gulistan;5
Gullan;25
Gullborg;9
Gullbritt;11
Gull-Britt;22
Gullevi;23
Gulli;8
Gull-Maj;20
Gullveig;10
Gullvi;17
Gulmira;5
Gulnara;14
Gülsen;7
Gülsüm;5
Gun;920
Gunborg;281
Gunbritt;41
Gun-Britt;411
Gun-Christin;5
Gunda;82
Gundborg;7
Gundel;40
Gundis;7
Gunfrid;7
Gungerd;10
Gun-Gerd;8
Gun-Helen;8
Gunhild;383
Gunilla;2179
Gunita;7
Gunlis;47
Gun-Lis;104
Gunlög;72
Gun-Louise;5
Gun-Maj;132
Gun-Mari;22
Gun-Marie;40
Gun-May;36
Gunn;96
Gunnarsdotter;8
Gunn-Britt;95
Gunne;11
Gunnel;918
Gunneli;6
Gunne-Maj;13
Gunnevi;237
Gunni;42
Gunni-Maj;11
Gunn-Lis;12
Gunn-Maj;16
Gunta;5
Gunve;5
Gunveig;40
Gunvi;30
Gun-Viol;37
Gunvor;958
Gurli;213
Gustaava;15
Gustava;76
Güzel;8
Gwen;14
Gwendoline;9
Gwendolyn;12
Gyöngyi;5
H;11
Ha;92
Haagar;6
Haashi;7
Haawo;11
Habib;14
Habiba;41
Habibo;13
Habiiba;9
Habiibo;9
Habon;7
Haboon;6
Hadassa;10
Hadassah;8
Haddy;13
Hadi;18
Hadia;9
Hadil;10
Hadiya;11
Hafida;5
Hafidh;8
Hafiza;7
Hafsa;109
Hafso;12
Hafza;5
Hagar;83
Hagi;12
Hagi-Dirie;7
Hai;31
Haidar;14
Haide;5
Haider;11
Haidi;12
Haifa;5
Haije;9
Haijele;8
Hailey;40
Haitham;6
Haiyan;5
Haja;6
Hajar;28
Hajer;10
Haji;21
Hajnalka;9
Hajrije;5
Håkansdotter;15
Hakima;8
Hala;16
Halala;6
Haldis;9
Hale;5
Haley;12
Haliimo;7
Halima;87
Halima-Sadia;6
Halime;10
Halimo;58
Halina;33
Halla;208
Hallatar;5
Halyna;5
Hamad;9
Hamda;16
Hamdan;6
Hamdi;84
Hameed;15
Hamid;23
Hamida;18
Hamide;11
Hamsa;5
Hamza;8
Han;36
Hana;56
Hanaa;15
Hanaan;27
Hanad;15
Hanadi;7
Hanan;59
Hanane;11
Haneen;5
Hang;50
Hanh;41
Hani;104
Hania;13
Hanieh;10
Hanifa;14
Hanife;11
Haniin;7
Hanim;6
Hanin;19
Haniya;5
Hanna;24197
Hanna-Anneli;5
Hanna-Elina;43
Hanna-Elisa;12
Hanna-Emilia;13
Hanna-Greta;5
Hannah;428
Hanna-Helena;18
Hanna-Kaarina;25
Hanna-Kaija;14
Hannakaisa;89
Hanna-Kaisa;884
Hanna-Karin;5
Hanna-Karoliina;15
Hanna-Katariina;19
Hanna-Katri;19
Hanna-Katriina;10
Hanna-Kerttu;6
Hanna-Kristiina;9
Hanna-Laura;10
Hanna-Lea;14
Hanna-Leea;8
Hannaleena;168
Hanna-Leena;1284
Hanna-Lena;18
Hannaliina;6
Hanna-Liina;6
Hannaliisa;41
Hanna-Liisa;286
Hanna-Lotta;18
Hannamaaria;6
Hanna-Maaria;64
Hanna-Maarit;60
Hannamaija;45
Hanna-Maija;389
Hannamari;444
Hanna-Mari;1259
Hannamaria;55
Hanna-Maria;683
Hanna-Marie;11
Hanna-Marika;20
Hannamarja;5
Hanna-Marja;40
Hanna-Marjut;6
Hannan;5
Hannantytär;8
Hanna-Pauliina;15
Hanna-Pia;5
Hanna-Reeta;17
Hannareetta;6
Hanna-Reetta;81
Hanna-Riika;5
Hannariikka;28
Hanna-Riikka;289
Hannariina;15
Hanna-Riina;35
Hannariitta;6
Hanna-Riitta;98
Hanna-Sisko;14
Hanna-Sofia;36
Hannastiina;13
Hanna-Stiina;12
Hanna-Stina;8
Hanna-Tuulia;13
Hanne;2049
Hanne-Kaisa;9
Hannel;8
Hannele;86226
Hanne-Leena;15
Hanneli;467
Hanne-Liisa;5
Hannelore;29
Hanne-Maaret;5
Hanne-Maaria;11
Hanne-Maarit;29
Hannemari;36
Hanne-Mari;143
Hanne-Maria;54
Hanne-Marie;13
Hanne-Marika;8
Hanne-Riikka;10
Hanne-Riitta;5
Hanni;281
Hanniina;5
Hannika;10
Hannimari;7
Hanni-Mari;9
Hannukka;6
Hannuntytär;90
Hansdotter;15
Hao;11
Härdis;5
Harley;5
Harmony;6
Harper;11
Harriet;1629
Harriett;6
Harrietta;7
Harriette;18
Harrintytär;43
Hasan;54
Hashi;19
Hashim;19
Hasina;7
Hasna;11
Hassan;370
Hassina;5
Hasti;7
Hatem;15
Hatice;43
Hava;17
Havanna;13
Havin;25
Havina;18
Havu;11
Havva;7
Hawa;50
Hawar;5
Hawo;44
Hawra;6
Hawraa;6
Haya;8
Hayad;5
Hayat;22
Haydee;5
Hayder;18
Hayley;22
Haylie;6
Hazal;12
Hazbije;5
Hazel;42
Hazim;5
Heather;33
Heba;16
Hebe;15
Hedda;141
Heddi;8
Heddy;13
Hede;7
Hedi;14
Hedie;6
Hediye;5
Hedvig;402
Hedwig;27
Hedy;14
Hee;5
Heelmä;9
Hei;5
Heide;9
Heidemarie;5
Heidi;23809
Heidi-Hannele;10
Heidi-Johanna;10
Heidi-Kristiina;6
Heidi-Maaria;16
Heidi-Maarit;17
Heidi-Maija;6
Heidi-Mari;21
Heidimaria;9
Heidi-Maria;224
Heidi-Marie;9
Heidi-Marika;13
Heidi-Marja;12
Heidi-Marjaana;5
Heidi-Susanna;13
Heidy;11
Heike;7
Heikintytär;105
Heile;10
Heili;68
Heilimä;13
Heinä;7
Heine;21
Heini;3871
Heini-Elina;5
Heinikki;55
Heini-Leena;8
Heini-Maaria;9
Heini-Mari;7
Heini-Maria;47
Heini-Marja;12
Heini-Sofia;8
Heisel;7
Hekla;12
Helan;5
Heldine;48
Hele;81
Helea;30
Heleä;5
Heleen;7
Heleena;3873
Helen;1439
Helén;157
Helèn;8
Helena;123162
Heléna;15
Helene;1552
Helené;8
Heléne;76
Helène;6
Héléne;7
Hélène;62
Heleni;18
Heleri;6
Helfrid;36
Helga;1761
Helga-Maria;5
Helgi;5
Heli;16504
Helia;16
Heliä;27
Helianna;41
Heli-Anna;7
Helianne;5
Heli-Anne;7
Heli-Anneli;9
Heli-Hannele;8
Heliina;5
Heli-Johanna;12
Heli-Kaarina;7
Heli-Katriina;5
Heli-Kristiina;9
Heli-Maaria;11
Heli-Maarit;25
Heli-Maija;22
Heli-Maria;37
Heli-Marja;28
Heli-Marjatta;6
Heli-Marjut;5
Helin;87
Helina;37
Helinä;9444
Heline;21
Helintytär;5
Heli-Riitta;14
Helisa;6
Heli-Sisko;10
Heli-Susanna;5
Heli-Tuulia;6
Helja;13
Heljä;1851
Heljä-Maria;5
Heljä-Marja;6
Heljä-Riitta;5
Heljä-Sisko;5
Helje;5
Helju;8
Helka;2386
Helka-Liisa;7
Helka-Maija;5
Helka-Maria;10
Helkky;72
Helky;33
Hella;19
Hellä;541
Helle;240
Helleka;13
Hellen;381
Helleni;21
Hellevi;10333
Helli;1823
Hellikki;246
Hellin;1718
Helly;101
Helma;14
Helme;13
Helmi;18558
Helmia;7
Helmi-Aurora;5
Helmi-Elina;8
Helmi-Elisa;10
Helmi-Emilia;9
Helmi-Helena;5
Helmiida;14
Helmi-Ilona;14
Helmiina;3181
Helmiira;7
Helmi-Kaarina;5
Helmi-Kerttu;7
Helmikki;6
Helmi-Leena;5
Helmi-Liisa;7
Helmililja;18
Helmi-Lilja;13
Helmi-Lotta;17
Helmi-Maaria;5
Helmimaria;10
Helmi-Maria;78
Helmi-Marja;8
Helmina;38
Helmine;8
Helmi-Orvokki;9
Helmiriitta;5
Helmi-Riitta;14
Helmi-Sisko;6
Helmi-Sofia;39
Helmi-Tuulia;8
Helny;33
Heloisa;109
Heloise;10
Helpi;51
Helve;11
Helvi;5524
Helvia;8
Hely;1213
Hena;9
Hend;5
Hendrika;16
Henja;10
Henje;11
Henna;11340
Henna-Elina;6
Henna-Emilia;14
Henna-Julia;8
Henna-Juulia;5
Henna-Kaisa;43
Henna-Katariina;5
Hennaleena;9
Henna-Leena;45
Henna-Liisa;26
Henna-Lotta;5
Henna-Maaret;6
Henna-Maaria;34
Henna-Maarit;26
Henna-Maija;39
Hennamari;26
Henna-Mari;120
Hennamaria;6
Henna-Maria;163
Henna-Marika;6
Henna-Marja;6
Henna-Reetta;15
Henna-Riika;7
Hennariikka;103
Henna-Riikka;546
Hennariina;16
Henna-Riina;29
Henna-Riitta;31
Henna-Sofia;13
Henna-Tuulia;7
Henne;5
Henni;1312
Henni-Emilia;5
Henniina;101
Hennika;18
Henni-Kaisa;5
Henni-Liina;5
Henni-Maria;9
Henni-Riikka;5
Henni-Sofia;7
Henny;97
Henrica;119
Henriet;6
Henriett;5
Henrietta;1725
Henriette;322
Henriika;392
Henriikka;5987
Henriina;82
Henriitta;20
Henrik;6
Henrika;1233
Henrikintytär;5
Henrikka;15
Henriksdotter;52
Henrintytär;14
Henrita;27
Henryntytär;8
Hento;11
Hentriika;10
Hentriikka;13
Hephzibah;6
Hera;7
Herdis;10
Hermiina;15
Hermina;7
Hermine;27
Herminia;5
Hermione;8
Hero;18
Hersi;8
Herta;12
Hertha;8
Hertta;2318
Hertta-Liisa;6
Hertta-Maria;7
Heta;2087
Hetafia;6
Heta-Kaisa;7
Heta-Leena;7
Heta-Liisa;17
Heta-Maaria;6
Heta-Maija;15
Heta-Mari;7
Heta-Maria;18
Heta-Sofia;5
Hetastiina;27
Heta-Stiina;8
Hetta;57
Hetti;68
Hiba;43
Hibaaq;11
Hibaq;13
Hibo;41
Hidajete;11
Hidaya;6
Hien;32
Hila;17
Hilal;15
Hilaria;5
Hilary;11
Hilda;3613
Hilda-Mari;7
Hilda-Maria;29
Hilde;109
Hildeborg;6
Hildegard;291
Hildegun;6
Hildegund;6
Hildi;22
Hildur;136
Hile;7
Hilja;4387
Hiljamaria;5
Hilja-Maria;35
Hilka;8
Hilke;6
Hilkka;14984
Hilkka-Helena;6
Hilkka-Leena;11
Hilkka-Liisa;139
Hilkka-Maija;35
Hilkka-Maria;6
Hilla;3796
Hillamaaria;5
Hilla-Maaria;28
Hilla-Maija;7
Hillamari;13
Hilla-Mari;15
Hillamaria;18
Hilla-Maria;60
Hilla-Marja;14
Hilla-Sofia;6
Hille;194
Hillervo;332
Hillevi;6665
Hilli;11
Hilma;3769
Hilmaliina;5
Hilma-Liisa;6
Hilma-Maria;8
Hilma-Sofia;5
Hilpa;10
Hilpe;16
Hilpi;173
Hilppa;365
Hilta;31
Hiltu;7
Hilu;5
Hilve;106
Himmi;11
Hind;19
Hinda;14
Hinni;94
Hinriikka;10
Hintriikka;15
Hippu;49
Hira;11
Hirsi;8
Hirut;5
Hisham;6
Hissu;7
Hjördis;270
Ho;10
Hoa;52
Hoai;9
Hoang;54
Hoda;25
Hodan;88
Hodo;9
Hoi;5
Holly;30
Homa;10
Homaira;6
Honey;8
Hong;133
Honya;5
Hoodo;7
Hope;76
Hortensia;5
Hosna;13
Houda;10
Hristova;13
Htay;5
Htoo;31
Hua;26
Huda;85
Hue;28
Hui;19
Hulda;525
Hülya;7
Humaira;6
Huong;97
Huseen;10
Husein;8
Husna;9
Hussain;12
Hussein;197
Huyen;52
Huynh;21
Hyang;5
Hymmi;9
Hymni;6
Hymy;85
Ia;180
Iana;37
Ianina;5
Ibadete;11
Ibado;7
Iben;12
Ibrahim;184
Ibtihal;5
Ibtisaam;7
Ibtisam;20
Ida;14220
Ida-Amanda;14
Ida-Anniina;7
Ida-Annika;11
Ida-Elina;13
Ida-Elisa;7
Ida-Emilia;50
Ida-Eveliina;11
Ida-Johanna;5
Ida-Josefina;5
Ida-Julia;13
Ida-Kaisa;23
Idaliina;10
Ida-Liina;10
Ida-Liisa;19
Idalina;5
Ida-Lina;11
Idalmiina;7
Ida-Lotta;54
Ida-Louise;5
Ida-Maaria;7
Ida-Maija;23
Idamari;7
Ida-Mari;32
Idamaria;43
Ida-Maria;730
Ida-Marie;27
Ida-Mariia;7
Ida-Olivia;6
Ida-Riikka;6
Ida-Roosa;6
Ida-Sofia;190
Ida-Sofie;8
Idel;6
Idil;37
Idiris;7
Idman;5
Idris;8
Idun;54
Ieva;13
Ife;5
Ifeoluwa;9
Ifeoma;29
Ifrah;56
Iftin;9
Ihab;5
Ihalempi;6
Ihana;27
Ihanelma;180
Ihanne;6
Ihsan;5
Iia;227
Iida;17228
Iida-Alina;6
Iida-Amalia;6
Iida-Amanda;5
Iida-Anniina;7
Iida-Elina;16
Iida-Emilia;41
Iida-Eveliina;12
Iida-Ilona;5
Iida-Juulia;9
Iida-Kaisa;14
Iida-Katariina;6
Iida-Leena;6
Iidaliina;27
Iida-Liina;22
Iidaliisa;9
Iida-Liisa;39
Iidalotta;6
Iida-Lotta;39
Iida-Maaria;13
Iida-Maija;39
Iidamari;14
Iida-Mari;37
Iidamaria;38
Iida-Maria;579
Iida-Marja;9
Iida-Olivia;9
Iida-Riikka;6
Iidasofia;6
Iida-Sofia;136
Iida-Stiina;6
Iida-Tuulia;6
Iija;30
Iila;7
Iimaan;8
Iina;6621
Iina-Elina;6
Iina-Emilia;21
Iina-Julia;6
Iina-Kaisa;11
Iina-Leena;5
Iina-Liisa;7
Iina-Lotta;13
Iina-Maaria;6
Iina-Maija;14
Iina-Mari;17
Iina-Maria;79
Iina-Riikka;10
Iina-Sofia;22
Iine;9
Iines;1380
Iinu;30
Iira;185
Iiri;62
Iiria;5
Iiris;6917
Iiris-Maria;7
Iiristiina;5
Iisa;1937
Iisa-Maria;9
Iise;8
Iissa;9
Iita;1225
Iita-Liina;6
Iitamari;12
Iita-Mari;6
Iitamaria;8
Iita-Maria;15
Iiti;5
Iitu;399
Iivi;34
Ija;23
Ijeoma;7
Ikhlaas;18
Ikhlas;17
Ikra;16
Ikraam;14
Ikraan;17
Ikram;30
Ikran;24
Ila;31
Ilaf;9
Ilana;147
Ilari;6
Ilaria;24
Ilayda;12
Ilda;13
Ildiko;12
Ildikó;15
Ileana;15
Ilena;8
Ilene;10
Ilenna;8
Ilhaam;6
Ilhaan;19
Ilham;34
Ilhan;26
Ilia;7
Iliana;26
Ilieva;6
Ilja;7
Ilkantytär;39
Ilknur;8
Illucia;5
Illusia;331
Illuusia;38
Ilma;317
Ilmari;10
Ilmarintytär;6
Ilmatar;260
Ilmi;811
Ilo;60
Iloisa;12
Ilon;10
Ilona;23010
Ilone;5
Ilpontytär;5
Ilsa;20
Ilse;700
Ilse-Maj;18
Ilse-Marie;5
Ilse-May;5
Ilta;500
Imaan;8
Imad;10
Iman;147
Imane;16
Imani;10
Imbi;5
Imelda;14
Imen;7
Imma;9
Immaculee;5
Imme;5
Immi;62
Immikki;10
Imogen;8
Imola;6
Impi;687
Ina;824
Inaaya;10
Ina-Maria;18
Inanna;12
Inara;22
Inari;2715
Inaria;10
Inas;22
Ina-Sofia;9
Inaya;10
Inca;38
Inci;14
Indi;12
India;45
Indiana;16
Indigo;19
Indira;55
Indra;12
Indy;5
Ine;7
Ines;928
Inés;10
Inès;24
Inês;5
Inese;7
Inessa;68
Inez;151
Ineza;13
Inga;2371
Ingá;7
Ingabritt;9
Inga-Britt;187
Inga-Leena;8
Inga-Lena;12
Inga-Lene;6
Ingaliina;6
Inga-Liisa;39
Ingalill;232
Inga-Lill;515
Ingalis;11
Inga-Lis;32
Inga-Lisa;17
Inga-Maaret;5
Inga-Maarit;12
Inga-Maija;5
Inga-Maj;18
Inga-Mari;5
Inga-Maria;32
Inga-Marita;6
Inga-Riitta;6
Inga-Sofia;5
Ingbritt;11
Ing-Britt;30
Inge;144
Ingeborg;3276
Ingebritt;13
Inge-Britt;38
Ingegärd;421
Ingegerd;1394
Ingel;9
Ingela;242
Ingelill;5
Inge-Lis;6
Ingemaj;26
Inge-Maj;132
Inge-May;33
Ingemo;72
Inger;1695
Ingeri;8
Inger-Lill;5
Inger-Maria;5
Ing-Maj;13
Ing-Mari;27
Ingmarie;5
Ing-Marie;17
Ingmarsdotter;8
Ingrid;2596
Ingrit;12
Ingvild;6
Ingvor;51
Inja;10
Inka;6186
Inka-Amanda;6
Inka-Emilia;8
Inka-Erika;5
Inka-Julia;7
Inka-Leena;8
Inkaliina;11
Inka-Liina;10
Inka-Liisa;16
Inkalilja;5
Inka-Lilja;8
Inka-Maaria;14
Inka-Maarit;5
Inka-Maija;7
Inkamari;5
Inka-Mari;20
Inka-Maria;70
Inkariina;11
Inka-Riina;23
Inka-Sofia;14
Inka-Tuuli;5
Inke;17
Inker;6
Inker-Anni;9
Inkeri;40840
Inki;10
Inkku;6
Inna;1253
Inna-Maria;8
Inne;8
Inneli;6
Inni;23
Intisar;11
Intissar;5
Inu;5
Io;7
Ioana;23
Ioanna;20
Iona;53
Ioulia;29
Ipek;12
Ippa;13
Iqbal;6
Iqlaas;8
Iqlas;7
Iqra;42
Ira;1466
Iraida;38
Ira-Maria;25
Irana;9
Ireena;7
Ireene;568
Ireeni;9
Irem;20
Iren;28
Irén;32
Irena;131
Irene;22429
Irené;22
Iréne;143
Irène;22
Iri;20
Iria;19
Irina;4250
Irini;29
Irinja;160
Irinka;8
Iris;3267
Íris;7
Irja;10666
Irja-Kaarina;6
Irja-Leena;18
Irjaliisa;9
Irja-Liisa;97
Irja-Maija;7
Irja-Riitta;6
Irkka;45
Irma;11493
Irma-Leena;14
Irmaliisa;5
Irma-Liisa;67
Irma-Riitta;6
Irmela;5
Irmeli;28618
Irmelin;92
Irmgard;19
Irmi;5
Iro;43
Iryna;50
Isa;945
Isabel;2372
Isabela;24
Isabell;286
Isabella;6371
Isabelle;673
Isadora;153
Isaela;6
Isa-Erika;6
Isa-Lotta;6
Isa-Maria;24
Isatou;28
Ise;8
Isebel;6
Isela;43
Iselin;32
Iselinn;7
Isella;46
Isha;10
Isho;5
Isidora;8
Isis;7
Isla;3411
Isla-Maria;5
Ismael;15
Ismahaan;5
Ismahan;20
Ismail;81
Isman;6
Ismontytär;10
Isobel;27
Isolde;46
Isra;88
Israa;23
Issa;10
Isse;31
Istar;11
Itta;5
Iuliana;5
Iuliia;55
Iva;10
Ivalo;8
Ivana;40
Ivanka;20
Ivanna;13
Ivanova;27
Ivanovna;38
Iveta;5
Ivi;10
Ivie;11
Ivonne;14
Ivy;60
Iwona;11
Iza;16
Izabel;25
Izabela;22
Izabell;14
Izabella;83
Izabelle;29
Izel;7
J;7
Jaada;8
Jaael;13
Jaakontytär;50
Jaana;22879
Jaana-Helena;6
Jaana-Kaarina;6
Jaana-Kaisa;18
Jaana-Kristiina;7
Jaana-Leena;6
Jaana-Liisa;21
Jaana-Maarit;22
Jaana-Maija;20
Jaana-Mari;17
Jaana-Maria;35
Jaana-Marika;5
Jaana-Marita;5
Jaana-Marja;16
Jaana-Riitta;9
Jaana-Sisko;9
Jaane;6
Jaanet;5
Jaanika;47
Jaara;5
Jaava;5
Jabbar;18
Jaber;21
Jacinda;12
Jacinta;10
Jacoba;12
Jacobina;7
Jacobine;6
Jacqueline;105
Jada;65
Jade;2346
Jade-Julia;7
Jade-Juulia;7
Jadele;18
Jadelia;14
Jadeliina;25
Jadelin;8
Jadelina;16
Jadella;8
Jadelle;10
Jadelmiina;6
Jade-Maria;10
Jadena;6
Jade-Sofia;8
Jadessa;436
Jadette;16
Jadwiga;16
Jae;5
Jael;46
Jagoda;5
Jahan;13
Jaime;5
Jaina;10
Jainaba;6
Jaklin;5
Jakovlevna;5
Jalal;9
Jalina;7
Jalmiina;26
Jalmina;5
Jalna;11
Jama;71
Jamal;40
Jameel;7
Jamelia;19
James;19
Jamie;25
Jamila;80
Jamilah;5
Jamile;6
Jamilia;8
Jamilla;26
Jamina;97
Jamira;5
Jan;7
Jana;243
Janda;7
Jane;674
Janea;9
Janel;7
Janelia;6
Janella;63
Janelle;33
Janessa;158
Janet;289
Janeta;14
Janete;6
Janeth;10
Janett;13
Janetta;101
Janette;2853
Jani;7
Jania;7
Janica;1213
Janice;50
Janie;7
Janiela;14
Janiika;48
Janiina;148
Janiitta;9
Janika;3024
Janike;6
Janina;4089
Janine;110
Janintytär;31
Janira;11
Janisa;5
Janissa;19
Janita;2583
Janitta;30
Janja;8
Janka;14
Janna;1765
Jannah;10
Janna-Jemina;5
Janna-Julia;6
Janna-Juulia;7
Janna-Maaria;6
Jannamari;7
Janna-Mari;29
Janna-Maria;20
Janna-Riina;6
Jannat;13
Janneke;5
Jannentytär;45
Janni;966
Jannica;288
Jannice;10
Jannie;9
Janniina;295
Jannika;600
Jannike;66
Janni-Mari;9
Janni-Maria;9
Jannina;148
Jansdotter;28
Jaqueline;15
Jara;16
Jarina;5
Jarintytär;94
Jarita;34
Jarkontytär;31
Jarla;6
Jarlsdotter;14
Jarmila;14
Jarmontytär;26
Jarna;372
Jarnontytär;23
Jarona;6
Jaroslava;8
Jasemin;15
Jasim;14
Jasmi;204
Jasmia;7
Jasmiin;30
Jasmiina;1544
Jasmiine;9
Jasmiini;112
Jasmiitta;9
Jasmin;8414
Jasmina;729
Jasmine;1624
Jasminé;5
Jasminella;7
Jasminka;12
Jasmira;7
Jasna;40
Jasper;9
Jassi;9
Jassim;6
Jatta;852
Jatta-Mari;5
Jatta-Maria;8
Java;5
Javiera;7
Jawad;7
Jawahir;8
Jay;14
Jaya;6
Jayne;17
Jazmin;14
Jea;7
Jean;110
Jeanett;6
Jeanette;706
Jeanina;5
Jeanine;19
Jeanna;21
Jeanne;73
Jeanne-Marie;6
Jeannette;102
Jeannine;5
Jeanny;5
Jebet;5
Jedida;10
Jedita;7
Jeela;16
Jeena;36
Jefimia;8
Jehona;9
Jekateriina;23
Jekaterina;186
Jelena;610
Jeli;8
Jelica;5
Jelina;42
Jelinda;6
Jelisa;7
Jelissa;10
Jelizaveta;17
Jella;29
Jelmiina;9
Jemena;5
Jemica;5
Jemiina;125
Jemila;10
Jemilia;32
Jemilla;7
Jemima;89
Jemimah;9
Jemina;3304
Jeminna;11
Jemma;7
Jemmi;7
Jen;7
Jena;15
Jeni;43
Jenia;8
Jenica;66
Jenifer;37
Jeniina;13
Jenika;77
Jenilla;14
Jenina;332
Jenisa;9
Jenissa;10
Jenita;174
Jenna;11574
Jenna-Emilia;10
Jennah;6
Jenna-Jasmin;6
Jenna-Johanna;8
Jenna-Julia;44
Jenna-Juulia;18
Jenna-Leena;6
Jenna-Liisa;8
Jenna-Lotta;8
Jenna-Maaria;12
Jenna-Maarit;6
Jenna-Maija;5
Jennamari;10
Jenna-Mari;61
Jenna-Maria;86
Jenna-Marie;8
Jenna-Marika;9
Jennamiia;14
Jenna-Miia;8
Jenna-Riikka;27
Jennariina;7
Jenna-Riina;16
Jenna-Sofia;13
Jenni;18014
Jenni-Annika;6
Jennica;168
Jennie;288
Jenni-Elina;13
Jenni-Emilia;21
Jennifer;885
Jenni-Helena;5
Jenniina;605
Jenni-Johanna;30
Jenni-Julia;18
Jenni-Juulia;9
Jennika;373
Jenni-Kaisa;22
Jenni-Katariina;5
Jennileena;7
Jenni-Leena;15
Jenniliisa;9
Jenni-Liisa;12
Jenni-Lotta;5
Jenni-Maaria;11
Jenni-Maarit;5
Jenni-Maija;12
Jennimari;24
Jenni-Mari;71
Jennimaria;9
Jenni-Maria;148
Jennina;144
Jenni-Noora;6
Jenni-Pauliina;6
Jenni-Riikka;7
Jenni-Sofia;20
Jenni-Stiina;5
Jenni-Tuulia;5
Jenny;5950
Jenny-Emilia;6
Jennyfer;20
Jenny-Julia;7
Jenny-Juulia;5
Jenny-Liisa;6
Jenny-Mari;6
Jenny-Maria;50
Jenny-Marie;7
Jenny-Sofia;15
Jerena;6
Jerica;13
Jerika;31
Jerina;26
Jerita;14
Jertta;32
Jeruto;6
Jesica;6
Jesmiina;12
Jesmina;17
Jessa;8
Jesse;14
Jessi;336
Jessica;5051
Jessie;33
Jessiina;77
Jessika;851
Jessina;65
Jessy;5
Jesus;6
Jeta;7
Jetta;111
Jette;13
Jeudokia;7
Jeva;5
Jevgenia;30
Jevgenija;10
Jevgenjevna;6
Jewel;6
Jia;25
Jiali;5
Jian;7
Jiang;7
Jianna;6
Jiao;5
Jie;11
Jihaan;5
Jiia;21
Jiida;5
Jiina;32
Jila;12
Jill;95
Jilla;19
Jillian;15
Jimena;17
Jin;24
Jina;23
Jinan;9
Jing;33
Jingjing;7
Jinka;23
Jinna;55
Jinni;6
Jintana;5
Jippu;18
Jitta;13
Jiyan;7
Jo;20
Joa;23
Joan;107
Joana;57
Joaniina;5
Joanina;6
Joanita;5
Joann;11
Joanna;3391
Joanna-Maria;5
Joanne;82
Joanniina;6
Jocelyn;20
Jodie;9
Jody;6
Joela;20
Joeliina;11
Joella;20
Joelle;5
Joëlle;6
Joenna;11
Johan;7
Johana;10
Johanna;112280
Johanna-Maria;16
Johannantytär;5
Johanne;52
Johanneksentytär;5
Johannes;28
Johansdotter;38
John;5
Johnsdotter;5
Jola;7
Jolana;16
Jolanda;286
Jolanna;5
Jolanta;17
Jolene;16
Jolie;33
Jolin;11
Jolina;20
Joline;45
Jona;17
Jonasdotter;20
Jonetta;5
Jonette;5
Jonida;5
Jonina;28
Jonintytär;10
Jonita;8
Jonna;9234
Jonna-Julia;14
Jonna-Juulia;9
Jonna-Kaisa;11
Jonna-Kristiina;5
Jonna-Leena;5
Jonna-Liisa;5
Jonna-Maaria;8
Jonna-Maija;7
Jonnamari;7
Jonna-Mari;47
Jonna-Maria;67
Jonna-Marika;10
Jonnantytär;5
Jonna-Riikka;29
Jonnentytär;10
Jooa;12
Joonatan;6
Joosefiina;14
Jordan;13
Jorintytär;5
Jormantytär;13
Jorunn;9
Josanna;9
Jose;9
Josefa;16
Josefia;46
Josefiia;22
Josefiina;8485
Josefin;761
Josefina;3540
Josefine;708
